ticker,exchange,currency,name,country,isin
BUJAW,NASDAQ,USD,Bukit Jalil Global Acquisition 1 Ltd. Warrants,USA,
BUR,NYSE,USD,Burford Capital Ltd,USA,GG00BMGYLN96
BURL,NYSE,USD,Burlington Stores Inc,USA,US1220171060
BURU,NYSE MKT,USD,Nuburu Inc.,USA,
BUSE,NASDAQ,USD,First Busey Corp,USA,US3193832041
BV,NYSE,USD,BrightView Holdings,USA,US10948C1071
BVFL,NASDAQ,USD,"BV Financial, Inc. Common Stock",USA,US05603E1091
BVH,NYSE,USD,Bluegreen Vacations Holding Corp,USA,US0963081015
BVN,NYSE,USD,Compania de Minas Buenaventura SAA ADR,USA,US2044481040
BVS,NASDAQ,USD,Bioventus Inc,USA,US09075A1088
BVXV,NASDAQ,USD,BiondVax Pharmaceuticals Ltd ADR,USA,US09073Q1058
BW,NYSE,USD,Babcock & Wilcox Enterprises Inc,USA,US05614L2097
BWA,NYSE,USD,BorgWarner Inc,USA,US0997241064
BWAQ,NASDAQ,USD,Blue World Acquisition Corp,USA,KYG1263E1026
BWAQR,NASDAQ,USD,Blue World Acquisition Corporation Right,USA,
BWAQW,NASDAQ,USD,Blue World Acquisition Corporation Warrant,USA,
BWAY,NASDAQ,USD,Brainsway Ltd,USA,US10501L1061
BWB,NASDAQ,USD,Bridgewater Bancshares Inc,USA,US1086211034
BWBBP,NASDAQ,USD,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,USA,
BWEN,NASDAQ,USD,Broadwind Energy Inc,USA,US11161T2078
BWFG,NASDAQ,USD,Bankwell Financial Group Inc,USA,US06654A1034
BWMN,NASDAQ,USD,Bowman Consulting Group Ltd,USA,US1030021018
BWMX,NASDAQ,USD,Betterware De Mexico SA de CV,USA,MX00BW020002
BWNB,NYSE,USD,Babcock & Wilcox Enterprises Inc.,USA,
BWSN,NYSE,USD,BWSN,USA,
BWV,NASDAQ,USD,Blue Water Vaccines Inc,USA,US09610B1089
BWXT,NYSE,USD,BWX Technologies Inc,USA,US05605H1005
BX,NYSE,USD,Blackstone Group Inc,USA,US09260D1072
BXC,NYSE,USD,BlueLinx Holdings Inc,USA,US09624H2085
BXMT,NYSE,USD,Blackstone Mortgage Trust Inc,USA,US09257W1009
BXP,NYSE,USD,Boston Properties Inc,USA,US1011211018
BXRX,NASDAQ,USD,Baudax Bio Inc,USA,US07160F2065
BXSL,NYSE,USD,Blackstone Secured Lending Fund,USA,US09261X1028
BY,NYSE,USD,Byline Bancorp Inc,USA,US1244111092
BYD,NYSE,USD,Boyd Gaming Corporation,USA,US1033041013
BYFC,NASDAQ,USD,Broadway Financial Corporation,USA,US1114441058
BYN,NYSE,USD,Banyan Acquisition Corp,USA,US06690B1070
BYND,NASDAQ,USD,Beyond Meat Inc,USA,US08862E1091
BYNO,NASDAQ,USD,Bynordic Acquisition Corp,USA,US1244201000
BYNOW,NASDAQ,USD,byNordic Acquisition Corporation Warrant,USA,
BYRN,NASDAQ,USD,Byrna Technologies Inc,USA,US12448X2018
BYSI,NASDAQ,USD,BeyondSpring Inc,USA,KYG108301006
BYTS,NASDAQ,USD,BYTE Acquisition Corp,USA,KYG1R25Q1059
BYTSW,NASDAQ,USD,BYTE Acquisition Corp,USA,
BZ,NASDAQ,USD,Kanzhun Ltd ADR,USA,US48553T1060
BZFD,NASDAQ,USD,BuzzFeed Inc,USA,US12430A1025
BZFDW,NASDAQ,USD,BuzzFeed,USA,
BZH,NYSE,USD,Beazer Homes USA Inc,USA,US07556Q8814
BZUN,NASDAQ,USD,Baozun Inc,USA,US06684L1035
C,NYSE,USD,Citigroup Inc,USA,US1729674242
CAAP,NYSE,USD,Corporacion America Airports,USA,LU1756447840
CAAS,NASDAQ,USD,China Automotive Systems Inc,USA,US16936R1059
CABA,NASDAQ,USD,Cabaletta Bio Inc,USA,US12674W1099
CABO,NYSE,USD,Cable One Inc,USA,US12685J1051
CAC,NASDAQ,USD,Camden National Corporation,USA,US1330341082
CACC,NASDAQ,USD,Credit Acceptance Corporation,USA,US2253101016
CACI,NYSE,USD,CACI International Inc,USA,US1271903049
CACO,NASDAQ,USD,Caravelle International Group Ordinary Shares,USA,
CADE,NYSE,USD,Cadence Bancorp,USA,US12740C1036
CADL,NASDAQ,USD,Candel Therapeutics Inc,USA,US1374041093
CAE,NYSE,USD,CAE Inc.,USA,CA1247651088
CAG,NYSE,USD,ConAgra Foods Inc,USA,US2058871029
CAH,NYSE,USD,Cardinal Health Inc,USA,US14149Y1082
CAKE,NASDAQ,USD,The Cheesecake Factory,USA,US1630721017
CAL,NYSE,USD,Caleres Inc,USA,US1295001044
CALB,NASDAQ,USD,California BanCorp,USA,US13005U1016
CALC,NASDAQ,USD,CalciMedica Inc. Common Stock,USA,
CALM,NASDAQ,USD,Cal-Maine Foods Inc,USA,US1280302027
CALT,NASDAQ,USD,Calliditas Therapeutics,USA,US13124Q1067
CALX,NYSE,USD,Calix Inc,USA,US13100M5094
CAMP,NASDAQ,USD,CalAmp Corp,USA,US1281261099
CAMT,NASDAQ,USD,Camtek Ltd,USA,IL0010952641
CAN,NASDAQ,USD,Canaan Inc,USA,US1347481020
CANB,NASDAQ,USD,Can B Corp,USA,US13470W1036
CANF,NYSE MKT,USD,Can Fite Biopharma Ltd ADR,USA,US13471N2018
CANG,NYSE,USD,Cango Inc,USA,US1375861036
CANO,NYSE,USD,Cano Health Inc,USA,US13781Y1038
CAPL,NYSE,USD,Crossamerica Partners LP,USA,US22758A1051
CAPR,NASDAQ,USD,Capricor Therapeutics Inc,USA,US14070B3096
CAR,NASDAQ,USD,Avis Budget Group Inc,USA,US0537741052
CARA,NASDAQ,USD,Cara Therapeutic,USA,US1407551092
CARE,NASDAQ,USD,Carter Bank and Trust,USA,US1461031064
CARG,NASDAQ,USD,CarGurus,USA,US1417881091
CARM,NASDAQ,USD,Carisma Therapeutics Inc.,USA,
CARR,NYSE,USD,Carrier Global Corp,USA,US14448C1045
CARS,NYSE,USD,Cars.com Inc,USA,US14575E1055
CARU,NYSE ARCA,USD,Bank of Montreal,USA,
CARV,NASDAQ,USD,Carver Bancorp Inc,USA,US1468756044
CASA,NASDAQ,USD,Casa Systems Inc,USA,US14713L1026
CASH,NASDAQ,USD,Meta Financial Group Inc,USA,US59100U1088
CASI,NASDAQ,USD,CASI Pharmaceuticals Inc,USA,US14757U2087
CASS,NASDAQ,USD,Cass Information Systems Inc,USA,US14808P1093
CASY,NASDAQ,USD,Caseys General Stores Inc,USA,US1475281036
CAT,NYSE,USD,Caterpillar Inc,USA,US1491231015
CATC,NASDAQ,USD,Cambridge Bancorp,USA,US1321521098
CATO,NYSE,USD,Cato Corporation,USA,US1492051065
CATX,NYSE MKT,USD,Perspective Therapeutics Inc.,USA,
CATY,NASDAQ,USD,Cathay General Bancorp,USA,US1491501045
CAVA,NYSE,USD,CAVA Group Inc.,USA,
CB,NYSE,USD,Chubb Ltd,USA,CH0044328745
CBAN,NASDAQ,USD,Colony Bankcorp Inc,USA,US19623P1012
CBAT,NASDAQ,USD,CBAK Energy Technology Inc,USA,US14986C1027
CBAY,NASDAQ,USD,Cymabay Therapeu,USA,US23257D1037
CBD,NYSE,USD,Companhia Brasileira de Distribuição,USA,US20440T3005
CBFV,NASDAQ,USD,CB Financial Services Inc,USA,US12479G1013
CBIO,NASDAQ,USD,Catalyst Biosciences Inc,USA,US14888D2080
CBL,NYSE,USD,CBL & Associates Properties Inc,USA,US1248308785
CBNK,NASDAQ,USD,Capital Bancorp,USA,US1397371006
CBRE,NYSE,USD,CBRE Group Inc Class A,USA,US12504L1098
CBRG,NASDAQ,USD,Chain Bridge I,USA,KYG2061X1025
CBRL,NASDAQ,USD,Cracker Barrel Old Country Store,USA,US22410J1060
CBSH,NASDAQ,USD,Commerce Bancshares Inc,USA,US2005251036
CBT,NYSE,USD,Cabot Corporation,USA,US1270551013
CBU,NYSE,USD,Community Bank System Inc,USA,US2036071064
CBUS,NASDAQ,USD,Cibus Global LLC,USA,
CBZ,NYSE,USD,CBIZ Inc,USA,US1248051021
CC,NYSE,USD,Chemours Co,USA,US1638511089
CCAI,NASDAQ,USD,Cascadia Acquisition Corp,USA,US14739D1000
CCAIW,NASDAQ,USD,Cascadia Acquisition Corp. Warrant,USA,
CCAP,NASDAQ,USD,Crescent Capital BDC Inc,USA,US2256551092
CCB,NASDAQ,USD,Coastal Financial Corp,USA,US19046P2092
CCBG,NASDAQ,USD,Capital City Bank Group,USA,US1396741050
CCCC,NASDAQ,USD,C4 Therapeutics Inc,USA,US12529R1077
CCCS,NASDAQ,USD,CCC Intelligent Solutions Holdings Inc. Common Stock,USA,US12510Q1004
CCEL,NYSE MKT,USD,CryoCell International Inc,USA,US2288951088
CCEP,NASDAQ,USD,Coca-Cola European Partners PLC,USA,GB00BDCPN049
CCF,NYSE MKT,USD,Chase Corporation,USA,US16150R1041
CCGWW,NASDAQ,USD,Cheche Group Inc. Warrant,USA,
CCI,NYSE,USD,Crown Castle,USA,US22822V1017
CCJ,NYSE,USD,Cameco Corp,USA,CA13321L1085
CCK,NYSE,USD,Crown Holdings Inc,USA,US2283681060
CCL,NYSE,USD,Carnival Corporation,USA,PA1436583006
CCLD,NASDAQ,USD,CareCloud Inc.,USA,
CCLDO,NASDAQ,USD,CareCloud Inc.,USA,
CCLDP,NASDAQ,USD,CareCloud Inc.,USA,
CCLP,NASDAQ,USD,CSI Compressco LP,USA,US12637A1034
CCM,NYSE,USD,Concord Medical Services Holdings,USA,US2062771058
CCNE,NASDAQ,USD,CNB Financial Corporation,USA,US1261281075
CCNEP,NASDAQ,USD,CNB Financial Corporation,USA,
CCO,NYSE,USD,Clear Channel Outdoor Holdings Inc,USA,US18453H1068
CCOI,NASDAQ,USD,Cogent Communications Group Inc,USA,US19239V3024
CCRD,NYSE,USD,CoreCard Corp,USA,US45816D1000
CCRN,NASDAQ,USD,Cross Country Healthcare Inc,USA,US2274831047
CCS,NYSE,USD,Century Communities Inc,USA,US1565043007
CCSI,NASDAQ,USD,Consensus Cloud Solutions Inc,USA,US20848V1052
CCTS,NASDAQ,USD,Cactus Acquisition Corp 1 Ltd,USA,KYG1745A1085
CCTSW,NASDAQ,USD,Cactus Acquisition Corp. 1 Limited Warrant,USA,
CCU,NYSE,USD,Compania Cervecerias Unidas SA ADR,USA,US2044291043
CCV,NYSE,USD,Churchill Capital V Corp,USA,US17144T1079
CCVI,NYSE,USD,Churchill Capital VI Corp,USA,US17143W1018
CCZ,NYSE,USD,Comcast Holdings Corp,USA,US2003005079
CD,NASDAQ,USD,Chindata Group Holdings Ltd,USA,US16955F1075
CDAQ,NASDAQ,USD,Compass Digital Acquisition Corp,USA,KYG2476C1078
CDAQW,NASDAQ,USD,Compass Digital Acquisition Corp. Warrant,USA,
CDAY,NYSE,USD,Ceridian HCM Holding Inc,USA,US15677J1088
CDE,NYSE,USD,Coeur Mining Inc,USA,US1921085049
CDIO,NASDAQ,USD,Cardio Diagnostics Holdings Inc,USA,
CDIOW,NASDAQ,USD,Cardio Diagnostics Holdings Inc,USA,
CDLX,NASDAQ,USD,Cardlytics Inc,USA,US14161W1053
CDMO,NASDAQ,USD,Avid Bioservices Inc,USA,US05368M1062
CDNA,NASDAQ,USD,Caredx Inc,USA,US14167L1035
CDNS,NASDAQ,USD,Cadence Design Systems Inc,USA,US1273871087
CDRE,NYSE,USD,Cadre Holdings Inc,USA,US12763L1052
CDRO,NASDAQ,USD,Codere Online US Corp,USA,LU2405144788
CDROW,NASDAQ,USD,Codere Online Luxembourg S.A. Warrants,USA,
CDTX,NASDAQ,USD,Cidara Therapeutics Inc,USA,US1717571079
CDW,NASDAQ,USD,CDW Corp,USA,US12514G1085
CDXC,NASDAQ,USD,Chromadex Corp,USA,US1710774076
CDXS,NASDAQ,USD,Codexis Inc,USA,US1920051067
CDZI,NASDAQ,USD,Cadiz Inc,USA,US1275372076
CDZIP,NASDAQ,USD,Cadiz Inc. Depositary Shares,USA,
CE,NYSE,USD,Celanese Corporation,USA,US1508701034
CEAD,NASDAQ,USD,CEA Industries Inc,USA,US86887P2002
CEADW,NASDAQ,USD,CEA Industries Inc. Warrant,USA,
CECO,NASDAQ,USD,CECO Environmental Corp.,USA,
CEG,NASDAQ,USD,Constellation Energy Corp,USA,US21037T1097
CEI,NYSE MKT,USD,Camber Energy Inc,USA,US13200M5085
CEIX,NYSE,USD,Consol Energy Inc,USA,US20854L1089
CELC,NASDAQ,USD,Celcuity LLC,USA,US15102K1007
CELH,NASDAQ,USD,Celsius Holdings Inc,USA,US15118V2079
CELL,NASDAQ,USD,PhenomeX Inc.,USA,
CELU,NASDAQ,USD,Celularity Inc,USA,US1511901050
CELUW,NASDAQ,USD,Celularity Inc,USA,
CELZ,NASDAQ,USD,Creative Medical Technology Holdings Inc,USA,US22529Y3099
CENN,NASDAQ,USD,Cenntro Electric Group Ltd,USA,AU0000198582
CENT,NASDAQ,USD,Central Garden & Pet Company,USA,US1535271068
CENTA,NASDAQ,USD,Central Garden & Pet Company A,USA,US1535272058
CENX,NASDAQ,USD,Century Aluminum Company,USA,US1564311082
CEPU,NYSE,USD,Central Puerto,USA,US1550382014
CEQP,NYSE,USD,Crestwood Equity Partners LP,USA,US2263442087
CEQP-P,NYSE,USD,Crestwood Equity Partners LP,USA,
CERE,NASDAQ,USD,Cerevel Therapeutics Holdings Inc,USA,US15678U1280
CERS,NASDAQ,USD,Cerus Corporation,USA,US1570851014
CERT,NASDAQ,USD,Certara Inc,USA,US15687V1098
CETU,NASDAQ,USD,Cetus Capital Acquisition Corp. Class A Common Stock,USA,
CETUR,NASDAQ,USD,Cetus Capital Acquisition Corp. Right to receive 1/6 of one share of Class A Common Stock,USA,
CETUW,NASDAQ,USD,Cetus Capital Acquisition Corp. Warrant,USA,
CETX,NASDAQ,USD,Cemtrex Inc,USA,US15130G6008
CETXP,NASDAQ,USD,Cemtrex Inc Pref,USA,US15130G5018
CETY,NASDAQ,USD,Clean Energy Technologies Inc. Common Stock,USA,US18452H1077
CEVA,NASDAQ,USD,CEVA Inc,USA,US1572101053
CF,NYSE,USD,CF Industries Holdings Inc,USA,US1252691001
CFB,NASDAQ,USD,CrossFirst Bankshares Inc,USA,US22766M1099
CFBK,NASDAQ,USD,CF Bankshares Inc,USA,US12520L1098
CFFE,NASDAQ,USD,CF Acquisition Corp VIII,USA,US12520C1099
CFFEW,NASDAQ,USD,CF Acquisition Corp. VIII,USA,
CFFI,NASDAQ,USD,C&F Financial Corporation,USA,US12466Q1040
CFFN,NASDAQ,USD,Capitol Federal Financial Inc,USA,US14057J1016
CFFS,NASDAQ,USD,CF Acquisition VII Corp,USA,US12521H1077
CFFSW,NASDAQ,USD,CF Acquisition Corp. VII Warrant,USA,
CFG,NYSE,USD,Citizens Financial Group Inc,USA,US1746101054
CFIV,NASDAQ,USD,CF Acquisition IV Corp,USA,US12520T1025
CFIVU,NASDAQ,USD,CF Acquisition Corp IV,USA,US12520T2015
CFIVW,NASDAQ,USD,CF Acquisition Corp. IV,USA,
CFLT,NASDAQ,USD,Confluent Inc,USA,US20717M1036
CFMS,NASDAQ,USD,ConforMIS Inc,USA,US20717E1010
CFR,NYSE,USD,Cullen/Frost Bankers Inc,USA,US2298991090
CFRX,NASDAQ,USD,ContraFect Corp,USA,US2123263004
CFSB,NASDAQ,USD,CFSB Bancorp Inc,USA,US12530C1071
CG,NASDAQ,USD,Carlyle Group Inc,USA,US14316J1088
CGA,NYSE,USD,China Green Agriculture Inc,USA,US16943W2044
CGABL,NASDAQ,USD,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,USA,
CGAU,NYSE,USD,Centerra Gold Inc,USA,CA1520061021
CGBD,NASDAQ,USD,Carlyle Secured Lending Inc,USA,US8722801029
CGC,NASDAQ,USD,Canopy Growth Corp,USA,CA1380351009
CGEM,NASDAQ,USD,Cullinan Oncology LLC,USA,US2300311063
CGEN,NASDAQ,USD,Compugen,USA,IL0010852080
CGNT,NASDAQ,USD,Cognyte Software Ltd,USA,IL0011691438
CGNX,NASDAQ,USD,Cognex Corporation,USA,US1924221039
CGRN,NASDAQ,USD,Capstone Green Energy Corp,USA,US14067D5086
CGTX,NASDAQ,USD,Cognition Therapeutics Inc,USA,US19243B1026
CHAA,NYSE MKT,USD,Catcha Investment Corp,USA,KYG1962Y1026
CHCI,NASDAQ,USD,Comstock Holding Companies Inc,USA,US2056842022
CHCO,NASDAQ,USD,City Holding Company,USA,US1778351056
CHCT,NYSE,USD,Community Healthcare Trust Inc,USA,US20369C1062
CHD,NYSE,USD,Church & Dwight Company Inc,USA,US1713401024
CHDN,NASDAQ,USD,Churchill Downs Incorporated,USA,US1714841087
CHE,NYSE,USD,Chemed Corp,USA,US16359R1032
CHEA,NASDAQ,USD,Chenghe Acquisition Co. Class A Ordinary Share,USA,
CHEAW,NASDAQ,USD,Chenghe Acquisition Co. Warrant,USA,
CHEF,NASDAQ,USD,The Chefs Warehouse Inc,USA,US1630861011
CHEK,NASDAQ,USD,Check Cap Ltd,USA,IL0011336851
CHGG,NYSE,USD,Chegg Inc,USA,US1630921096
CHH,NYSE,USD,Choice Hotels International Inc,USA,US1699051066
CHK,NASDAQ,USD,Chesapeake Energy Corp,USA,US1651677353
CHKEL,NASDAQ,USD,Chesapeake Energy Corporation,USA,
CHKEW,NASDAQ,USD,Chesapeake Energy Corporation,USA,
CHKEZ,NASDAQ,USD,Chesapeake Energy Corporation,USA,
CHKP,NASDAQ,USD,Check Point Software Technologies Ltd,USA,IL0010824113
CHMG,NASDAQ,USD,Chemung Financial Corp,USA,US1640241014
CHMI,NYSE,USD,Cherry Hill Mortgage Investment Corp,USA,US1646511014
CHNR,NASDAQ,USD,China Natural Resources Inc,USA,VGG2110U1093
CHPT,NYSE,USD,ChargePoint Holdings Inc,USA,US15961R1059
CHRD,NASDAQ,USD,Chord Energy Corp,USA,US6742152076
CHRS,NASDAQ,USD,Coherus BioSciences Inc,USA,US19249H1032
CHRW,NASDAQ,USD,CH Robinson Worldwide Inc,USA,US12541W2098
CHS,NYSE,USD,Chicos FAS Inc,USA,US1686151028
CHSCL,NASDAQ,USD,CHS Inc CL Pref,USA,US12542R8034
CHSCM,NASDAQ,USD,CHS Inc CM Pref,USA,US12542R7044
CHSCN,NASDAQ,USD,CHS Inc CN Pref,USA,US12542R5063
CHSCO,NASDAQ,USD,CHS Inc CO Pref,USA,US12542R3084
CHSCP,NASDAQ,USD,CHS Inc Pref,USA,US12542R2094
CHSN,NASDAQ,USD,Chanson International Holding Class A Ordinary Shares,USA,
CHT,NYSE,USD,Chunghwa Telecom Co Ltd,USA,US17133Q5027
CHTR,NASDAQ,USD,Charter Communications Inc,USA,US16119P1084
CHUY,NASDAQ,USD,Chuy's Holdings Inc,USA,US1716041017
CHWY,NYSE,USD,Chewy Inc,USA,US16679L1098
CHX,NASDAQ,USD,ChampionX Corporation,USA,US15872M1045
CI,NYSE,USD,Cigna Corp,USA,US1255231003
CIA,NYSE,USD,Citizens Inc,USA,US1747401008
CIB,NYSE,USD,Bancolombia SA ADR,USA,US05968L1026
CIEN,NYSE,USD,Ciena Corp,USA,US1717793095
CIFR,NASDAQ,USD,Cipher Mining Inc,USA,US17253J1060
CIFRW,NASDAQ,USD,Cipher Mining Inc,USA,
CIG,NYSE,USD,Companhia Energetica de Minas Gerais CEMIG Pref ADR,USA,US2044096012
CIG-C,NYSE,USD,Energy of Minas Gerais Co DRC,USA,US2044098828
CIGI,NASDAQ,USD,Colliers International Group Inc Bats,USA,CA1946931070
CIM,NYSE,USD,Chimera Investment Corporation,USA,US16934Q2084
CINF,NASDAQ,USD,Cincinnati Financial Corporation,USA,US1720621010
CING,NASDAQ,USD,Cingulate Inc,USA,US17248W1053
CINGW,NASDAQ,USD,Cingulate Inc. Warrants,USA,
CINT,NYSE,USD,Ci&T Inc,USA,KYG213071064
CIO,NYSE,USD,City Office,USA,US1785871013
CION,NYSE,USD,Cion Investment Corp,USA,US17259U2042
CIR,NYSE,USD,CIRCOR International Inc,USA,US17273K1097
CISO,NASDAQ,USD,Cerberus Cyber Sentinel Corp,USA,US15672X1028
CISS,NASDAQ,USD,C3is Inc.,USA,
CISSV,NASDAQ,USD,C3is Inc. Common Stock When Issued,USA,
CITE,NASDAQ,USD,Cartica Acquisition Corp,USA,KYG1995D1097
CITEW,NASDAQ,USD,Cartica Acquisition Corp Warrant,USA,
CIVB,NASDAQ,USD,Civista Bancshares Inc,USA,US1788671071
CIVI,NYSE,USD,Civitas Resources Inc,USA,US17888H1032
CIX,NYSE MKT,USD,CompX International Inc,USA,US20563P1012
CIZN,NASDAQ,USD,Citizens Holding Company,USA,US1747151025
CJET,NASDAQ,USD,Chijet Motor Company Inc. Ordinary Shares,USA,
CJJD,NASDAQ,USD,China Jo-Jo Drugstores Inc,USA,KYG2124G1120
CKPT,NASDAQ,USD,Checkpoint Therapeutics Inc,USA,US1628281073
CKX,NYSE MKT,USD,CKX Lands Inc,USA,US12562N1046
CL,NYSE,USD,Colgate-Palmolive Company,USA,US1941621039
CLAR,NASDAQ,USD,Clarus Corp,USA,US18270P1093
CLAY,NASDAQ,USD,Chavant Capital Acquisition Corp,USA,KYG2058L1032
CLAYW,NASDAQ,USD,Chavant Capital Acquisition Corp. Warrants,USA,
CLB,NYSE,USD,Core Laboratories NV,USA,NL0000200384
CLBK,NASDAQ,USD,Columbia Financial Inc,USA,US1976411033
CLBT,NASDAQ,USD,Cellebrite DI,USA,IL0011794802
CLBTW,NASDAQ,USD,Cellebrite DI Equity Warrants,USA,US90117G1132
CLCO,NYSE,USD,Cool Company Ltd,USA,
CLDI,NYSE MKT,USD,Calidi Biotherapeutics Inc.,USA,
CLDI-WS,NYSE MKT,USD,CLDI-WS,USA,
CLDT,NYSE,USD,Chatham Lodging Trust REIT,USA,US16208T1025
CLDX,NASDAQ,USD,Celldex Therapeutics Inc,USA,US15117B2025
CLEU,NASDAQ,USD,China Liberal Education Holdings,USA,KYG2161Y1098
CLF,NYSE,USD,Cleveland-Cliffs Inc,USA,US1858991011
CLFD,NASDAQ,USD,Clearfield Inc,USA,US18482P1030
CLGN,NASDAQ,USD,Collplant Biotechnologies Ltd,USA,IL0004960188
CLH,NYSE,USD,Clean Harbors Inc,USA,US1844961078
CLIN,NASDAQ,USD,Clean Earth Acquisitions Corp,USA,US1844931048
CLINR,NASDAQ,USD,Clean Earth Acquisitions Corp,USA,
CLINW,NASDAQ,USD,Clean Earth Acquisitions Corp,USA,
CLIR,NASDAQ,USD,ClearSign Combustion Corporation,USA,US1850641028
CLLS,NASDAQ,USD,Cellectis SA,USA,US15117K1034
CLMB,NASDAQ,USD,Climb Global Solutions,USA,
CLMT,NASDAQ,USD,Calumet Specialty Products Partners,USA,US1314761032
CLNE,NASDAQ,USD,Clean Energy Fuels Corp,USA,US1844991018
CLNN,NASDAQ,USD,Clene Inc.,USA,US1856341029
CLNNW,NASDAQ,USD,Clene Inc,USA,
CLOE,NASDAQ,USD,Clover Leaf Capital Corp,USA,US18915E1055
CLOER,NASDAQ,USD,Clover Leaf Capital Corp. Rights,USA,
CLOV,NASDAQ,USD,Clover Health Investments Corp,USA,US18914F1030
CLPR,NYSE,USD,Clipper Realty Inc,USA,US18885T3068
CLPS,NASDAQ,USD,CLPS Inc,USA,KYG316421042
CLPT,NASDAQ,USD,Clearpoint Neuro Inc,USA,US18507C1036
CLRB,NASDAQ,USD,Cellectar Biosciences Inc,USA,US15117F5008
CLRC,NASDAQ,USD,ClimateRock Class A Ordinary Shares,USA,KYG2311X1007
CLRCR,NASDAQ,USD,ClimateRock Right,USA,
CLRCW,NASDAQ,USD,ClimateRock Warrant,USA,
CLRO,NASDAQ,USD,ClearOne Inc,USA,US18506U1043
CLS,NYSE,USD,Celestica Inc.,USA,CA15101Q1081
CLSD,NASDAQ,USD,Clearside Biomedical Inc,USA,US1850631045
CLSK,NASDAQ,USD,CleanSpark Inc,USA,US18452B2097
CLST,NASDAQ,USD,Catalyst Bancorp Inc,USA,US14888L1017
CLVR,NASDAQ,USD,Clever Leaves Holdings Inc,USA,CA1867601041
CLVRW,NASDAQ,USD,Clever Leaves Holdings Inc,USA,CA1867601124
CLVT,NYSE,USD,CLARIVATE PLC,USA,JE00BJJN4441
CLW,NYSE,USD,Clearwater Paper Corporation,USA,US18538R1032
CLWT,NASDAQ,USD,Euro Tech Holdings Company Ltd,USA,VGG320301275
CLX,NYSE,USD,The Clorox Company,USA,US1890541097
CM,NYSE,USD,Canadian Imperial Bank Of Commerce,USA,CA1360691010
CMA,NYSE,USD,Comerica Inc,USA,US2003401070
CMAX,NASDAQ,USD,CareMax Inc,USA,US14171W1036
CMAXW,NASDAQ,USD,CareMax Inc,USA,
CMBM,NASDAQ,USD,Cambium Networks Corp,USA,KYG177661090
CMC,NYSE,USD,Commercial Metals Company,USA,US2017231034
CMCA,NASDAQ,USD,Capitalworks Emerging Markets Acquisition Corp,USA,KYG1889L1005
CMCAW,NASDAQ,USD,Capitalworks Emerging Markets Acquisition Corp Warrant,USA,
CMCL,NYSE MKT,USD,Caledonia Mining Corporation,USA,JE00BF0XVB15
CMCM,NYSE,USD,Cheetah Mobile Inc,USA,US1630751048
CMCO,NASDAQ,USD,Columbus McKinnon Corporation,USA,US1993331057
CMCSA,NASDAQ,USD,Comcast Corp,USA,US20030N1019
CMCT,NASDAQ,USD,Creative Media & Community Trust Corporation,USA,US1255255846
CME,NASDAQ,USD,CME Group Inc,USA,US12572Q1058
CMG,NYSE,USD,Chipotle Mexican Grill Inc,USA,US1696561059
CMI,NYSE,USD,Cummins Inc,USA,US2310211063
CMLS,NASDAQ,USD,Cumulus Media Inc Class A,USA,US2310828015
CMMB,NASDAQ,USD,Chemomab Therapeutics Ltd DRC,USA,US16385C1045
CMND,NASDAQ,USD,Clearmind Medicine Inc. Common Shares,USA,
CMP,NYSE,USD,Compass Minerals International Inc,USA,US20451N1019
CMPO,NASDAQ,USD,CompoSecure Inc,USA,US20459V1052
CMPOW,NASDAQ,USD,CompoSecure Inc,USA,
CMPR,NASDAQ,USD,Cimpress NV,USA,IE00BKYC3F77
CMPS,NASDAQ,USD,Compass Pathways Plc,USA,US20451W1018
CMPX,NASDAQ,USD,Compass Therapeutics Inc.,USA,US20454B1044
CMRA,NASDAQ,USD,Comera Life Sciences Holdings Inc,USA,US20037C1080
CMRAW,NASDAQ,USD,Comera Life Sciences Holdings Inc,USA,
CMRE,NYSE,USD,Costamare Inc,USA,MHY1771G1026
CMRX,NASDAQ,USD,Chimerix Inc,USA,US16934W1062
CMS,NYSE,USD,CMS Energy Corporation,USA,US1258961002
CMSA,NYSE,USD,CMS Energy Corp,USA,US1258968601
CMSC,NYSE,USD,CMS Energy Corp,USA,US1258968528
CMSD,NYSE,USD,CMS Energy Corp,USA,US1258968452
CMT,NYSE MKT,USD,Core Molding Technologies Inc,USA,US2186831002
CMTG,NYSE,USD,Claros Mortgage Trust Inc,USA,US18270D1063
CMTL,NASDAQ,USD,Comtech Telecommunications Corp,USA,US2058262096
CNA,NYSE,USD,CNA Financial Corporation,USA,US1261171003
CNC,NYSE,USD,Centene Corp,USA,US15135B1017
CNDA,NYSE,USD,Concord Acquisition II Corp,USA,US20607U1088
CNDB,NYSE,USD,Concord Acquisition Corp III,USA,US20607V1061
CNDT,NASDAQ,USD,Conduent Inc,USA,US2067871036
CNET,NASDAQ,USD,ZW Data Action Technologies Inc,USA,US98880R1095
CNEY,NASDAQ,USD,CN Energy Group Inc,USA,VGG2181K1057
CNF,NYSE,USD,CNFinance Holdings Ltd,USA,US18979T1051
CNFR,NASDAQ,USD,Conifer Holding Inc,USA,US20731J1025
